Actual	Predicted	Top1_Prob	Top1_Class	Top2_Prob	Top2_Class	Top3_Prob	Top3_Class
deer	deer	0.9971	deer	0.0015	cat	0.0005	bird
deer	deer	0.5295	deer	0.4592	horse	0.0096	dog
cat	cat	0.9259	cat	0.0266	deer	0.0162	frog
horse	dog	0.5874	dog	0.3386	cat	0.0493	horse
ship	deer	0.6522	deer	0.3328	ship	0.0046	cat
cat	deer	0.6875	deer	0.2009	cat	0.0354	dog
horse	horse	0.9245	horse	0.0599	deer	0.0074	dog
ship	ship	0.9783	ship	0.0076	plane	0.0072	deer
plane	ship	0.9759	ship	0.0134	deer	0.0050	cat
dog	dog	0.4826	dog	0.3684	deer	0.1204	bird
horse	cat	0.3288	cat	0.2643	horse	0.2045	deer
frog	deer	0.9394	deer	0.0519	cat	0.0045	bird
plane	deer	0.8222	deer	0.0821	plane	0.0448	ship
dog	dog	0.4489	dog	0.4432	cat	0.0671	frog
deer	deer	0.9950	deer	0.0016	cat	0.0011	ship
ship	ship	0.4586	ship	0.3630	cat	0.1635	deer
frog	frog	0.6416	frog	0.2552	cat	0.0524	bird
ship	ship	0.6597	ship	0.1287	cat	0.1225	plane
dog	deer	0.6199	deer	0.2581	cat	0.0924	frog
dog	bird	0.4781	bird	0.2522	frog	0.2270	cat
truck	deer	0.8855	deer	0.0532	ship	0.0354	cat
truck	ship	0.9089	ship	0.0357	truck	0.0279	cat
truck	truck	0.7749	truck	0.1782	deer	0.0169	ship
dog	deer	0.9681	deer	0.0238	cat	0.0033	ship
plane	cat	0.5610	cat	0.1617	deer	0.0964	bird
car	car	0.8978	car	0.0766	plane	0.0125	truck
plane	plane	0.3814	plane	0.1959	horse	0.1015	cat
ship	ship	0.9329	ship	0.0335	cat	0.0207	deer
car	frog	0.7124	frog	0.1601	cat	0.0582	car
car	plane	0.5801	plane	0.3070	deer	0.0490	ship
ship	ship	0.8611	ship	0.0952	plane	0.0271	deer
plane	plane	0.9925	plane	0.0036	deer	0.0017	bird
bird	bird	0.9882	bird	0.0050	deer	0.0026	ship
bird	deer	0.8574	deer	0.1389	bird	0.0015	plane
plane	plane	0.9886	plane	0.0058	bird	0.0025	ship
deer	deer	0.9201	deer	0.0189	cat	0.0186	horse
frog	cat	0.7363	cat	0.1134	deer	0.0599	ship
dog	dog	0.8816	dog	0.1088	cat	0.0065	deer
deer	deer	0.9781	deer	0.0187	cat	0.0015	bird
truck	ship	0.6593	ship	0.2894	deer	0.0345	cat
deer	deer	0.9994	deer	0.0005	cat	0.0001	bird
horse	horse	0.5542	horse	0.1873	cat	0.1266	dog
truck	plane	0.4554	plane	0.1568	ship	0.1272	bird
truck	cat	0.4068	cat	0.2258	truck	0.1623	car
deer	deer	0.6094	deer	0.2186	cat	0.0890	plane
dog	dog	0.8815	dog	0.0358	cat	0.0289	frog
frog	frog	0.8836	frog	0.0594	deer	0.0321	bird
frog	frog	0.9900	frog	0.0089	cat	0.0006	ship
car	car	0.7756	car	0.0887	truck	0.0589	ship
dog	dog	0.8060	dog	0.1248	deer	0.0349	cat
cat	cat	0.9363	cat	0.0546	frog	0.0081	bird
ship	ship	0.9936	ship	0.0027	truck	0.0022	plane
truck	truck	0.6321	truck	0.1336	plane	0.1125	ship
dog	cat	0.9359	cat	0.0352	dog	0.0178	deer
ship	ship	0.8164	ship	0.0673	plane	0.0660	cat
dog	bird	0.5854	bird	0.2430	dog	0.0834	horse
horse	horse	0.9996	horse	0.0002	deer	0.0001	cat
plane	frog	0.5356	frog	0.1330	cat	0.0972	bird
horse	horse	0.9409	horse	0.0449	deer	0.0108	dog
plane	ship	0.6376	ship	0.2751	plane	0.0547	deer
dog	deer	0.5078	deer	0.3107	cat	0.0936	dog
plane	ship	0.7422	ship	0.1592	deer	0.0416	cat
plane	plane	0.9986	plane	0.0007	bird	0.0005	ship
deer	deer	0.5622	deer	0.1541	bird	0.1404	cat
frog	cat	0.5658	cat	0.1627	deer	0.1200	frog
truck	ship	0.9767	ship	0.0129	deer	0.0040	cat
plane	cat	0.3169	cat	0.2137	deer	0.1709	dog
truck	deer	0.7061	deer	0.1336	cat	0.0669	ship
dog	dog	0.6198	dog	0.3523	cat	0.0077	deer
frog	frog	0.8321	frog	0.0949	cat	0.0280	deer
frog	bird	0.6610	bird	0.2997	frog	0.0179	plane
frog	cat	0.8655	cat	0.0465	deer	0.0348	dog
bird	deer	0.7372	deer	0.1668	cat	0.0472	plane
truck	ship	0.6260	ship	0.3012	cat	0.0304	plane
plane	plane	0.9949	plane	0.0039	ship	0.0003	bird
car	car	0.7819	car	0.1850	truck	0.0301	ship
horse	horse	0.3764	horse	0.3604	dog	0.1815	deer
frog	frog	0.3890	frog	0.3761	bird	0.1582	plane
horse	horse	0.9657	horse	0.0166	dog	0.0122	ship
dog	cat	0.4751	cat	0.4034	dog	0.1049	deer
truck	ship	0.6787	ship	0.0997	deer	0.0934	truck
car	ship	0.8161	ship	0.0486	car	0.0470	deer
frog	frog	0.9990	frog	0.0008	bird	0.0001	cat
bird	bird	0.9997	bird	0.0001	frog	0.0001	deer
dog	cat	0.7875	cat	0.1284	dog	0.0736	bird
dog	bird	0.9538	bird	0.0163	cat	0.0109	ship
dog	deer	0.3448	deer	0.3034	horse	0.1768	cat
ship	deer	0.6732	deer	0.1906	ship	0.1080	cat
dog	cat	0.5281	cat	0.3176	dog	0.0995	frog
truck	cat	0.8246	cat	0.0598	bird	0.0485	dog
deer	deer	0.6656	deer	0.1575	plane	0.1381	cat
frog	deer	0.3425	deer	0.3354	cat	0.1531	horse
deer	deer	0.9998	deer	0.0002	cat	0.0000	dog
cat	cat	0.9859	cat	0.0122	dog	0.0011	deer
bird	bird	0.9471	bird	0.0353	plane	0.0079	cat
plane	plane	0.7022	plane	0.2058	deer	0.0350	ship
horse	deer	0.8768	deer	0.0791	cat	0.0197	bird
frog	frog	0.7709	frog	0.1580	cat	0.0668	bird
bird	cat	0.5436	cat	0.3738	deer	0.0305	bird
bird	deer	0.8739	deer	0.1111	bird	0.0085	cat
cat	cat	0.8532	cat	0.1466	dog	0.0002	bird
truck	deer	0.6664	deer	0.2164	ship	0.0548	cat
horse	cat	0.8682	cat	0.0741	deer	0.0192	plane
truck	ship	0.3587	ship	0.3585	cat	0.2135	deer
bird	bird	0.4813	bird	0.4802	plane	0.0272	deer
frog	cat	0.7837	cat	0.1594	bird	0.0232	plane
horse	horse	0.8154	horse	0.1795	deer	0.0050	dog
car	cat	0.4831	cat	0.2432	deer	0.1057	plane
cat	cat	0.8735	cat	0.0574	deer	0.0344	plane
frog	frog	0.8638	frog	0.1294	cat	0.0040	bird
frog	cat	0.3475	cat	0.3057	frog	0.2131	deer
ship	ship	0.8901	ship	0.0828	deer	0.0146	plane
truck	deer	0.3859	deer	0.2297	cat	0.1637	plane
horse	deer	0.7271	deer	0.1682	cat	0.0576	horse
dog	dog	0.6098	dog	0.1743	cat	0.0804	deer
deer	deer	0.9991	deer	0.0005	cat	0.0001	ship
plane	ship	0.4285	ship	0.3149	deer	0.1339	plane
ship	ship	0.5288	ship	0.1891	cat	0.1337	frog
deer	cat	0.3951	cat	0.2218	dog	0.2134	deer
plane	plane	0.8332	plane	0.1240	deer	0.0216	cat
truck	ship	0.8231	ship	0.0897	deer	0.0421	cat
cat	cat	0.4885	cat	0.3947	deer	0.0530	frog
deer	deer	0.8518	deer	0.1378	cat	0.0038	bird
ship	ship	0.9146	ship	0.0601	plane	0.0100	cat
truck	deer	0.6123	deer	0.1712	truck	0.0751	horse
frog	frog	0.9816	frog	0.0156	cat	0.0009	plane
truck	deer	0.3315	deer	0.3192	cat	0.2713	ship
bird	plane	0.7006	plane	0.1670	cat	0.0409	bird
frog	cat	0.6068	cat	0.1887	plane	0.1534	deer
car	deer	0.8077	deer	0.1480	ship	0.0160	plane
deer	deer	0.9727	deer	0.0107	ship	0.0087	cat
horse	ship	0.7097	ship	0.2823	deer	0.0058	horse
cat	deer	0.9989	deer	0.0010	cat	0.0001	dog
dog	cat	0.7396	cat	0.1110	bird	0.0614	frog
cat	cat	0.4544	cat	0.2458	deer	0.1289	dog
ship	ship	0.7986	ship	0.1864	deer	0.0079	plane
dog	dog	0.9664	dog	0.0113	bird	0.0086	cat
plane	ship	0.4527	ship	0.2594	deer	0.1028	plane
bird	bird	0.9102	bird	0.0772	plane	0.0081	cat
car	car	0.9978	car	0.0011	ship	0.0008	truck
frog	frog	0.9928	frog	0.0063	bird	0.0007	cat
deer	ship	0.4651	ship	0.2174	cat	0.1404	dog
cat	deer	0.9603	deer	0.0280	plane	0.0054	frog
cat	cat	0.8576	cat	0.0491	deer	0.0354	horse
truck	truck	0.7127	truck	0.0821	dog	0.0733	car
frog	cat	0.9919	cat	0.0056	deer	0.0013	frog
truck	car	0.5845	car	0.1344	truck	0.1289	dog
ship	deer	0.8290	deer	0.0923	cat	0.0563	ship
ship	deer	0.7207	deer	0.1675	ship	0.0495	cat
dog	cat	0.6681	cat	0.3036	dog	0.0159	deer
ship	ship	0.5626	ship	0.2624	deer	0.0678	cat
frog	frog	0.9960	frog	0.0026	bird	0.0007	cat
frog	cat	0.8445	cat	0.0749	deer	0.0399	bird
bird	cat	0.7938	cat	0.1184	bird	0.0686	dog
car	cat	0.5653	cat	0.1824	car	0.1463	ship
horse	cat	0.5121	cat	0.2144	horse	0.1490	frog
horse	deer	0.4680	deer	0.3731	bird	0.0888	plane
car	deer	0.5060	deer	0.2384	cat	0.1958	plane
bird	cat	0.9379	cat	0.0284	dog	0.0226	deer
horse	deer	0.9905	deer	0.0076	horse	0.0012	dog
truck	cat	0.7530	cat	0.0900	dog	0.0762	bird
truck	truck	0.5502	truck	0.1592	car	0.1405	plane
deer	deer	0.9999	deer	0.0000	cat	0.0000	bird
deer	deer	0.9386	deer	0.0510	horse	0.0071	dog
car	cat	0.6275	cat	0.1678	ship	0.1162	frog
bird	ship	0.5222	ship	0.3551	deer	0.0534	frog
dog	deer	0.9824	deer	0.0074	bird	0.0068	cat
frog	cat	0.4831	cat	0.1800	frog	0.1565	bird
ship	plane	0.7478	plane	0.0990	cat	0.0772	deer
horse	deer	0.4363	deer	0.2994	horse	0.1662	cat
frog	deer	0.9106	deer	0.0621	cat	0.0080	ship
ship	ship	0.9029	ship	0.0518	cat	0.0364	deer
cat	cat	0.5303	cat	0.1820	plane	0.0961	ship
plane	deer	0.5390	deer	0.3700	ship	0.0779	bird
dog	cat	0.5041	cat	0.3135	deer	0.1459	dog
dog	horse	0.8926	horse	0.0552	cat	0.0258	dog
cat	cat	0.9907	cat	0.0059	frog	0.0019	deer
plane	bird	0.7208	bird	0.2251	cat	0.0472	plane
horse	horse	0.9997	horse	0.0002	dog	0.0002	deer
truck	cat	0.5481	cat	0.2634	ship	0.1518	deer
car	car	0.9449	car	0.0327	plane	0.0149	truck
cat	cat	0.8020	cat	0.1107	deer	0.0447	bird
deer	deer	0.2885	deer	0.2616	ship	0.2604	plane
deer	deer	0.9573	deer	0.0129	frog	0.0078	cat
dog	horse	0.5350	horse	0.4633	dog	0.0009	cat
cat	cat	0.9976	cat	0.0022	deer	0.0002	dog
truck	ship	0.2505	ship	0.2437	bird	0.1762	deer
dog	cat	0.9373	cat	0.0397	deer	0.0205	dog
frog	cat	0.9238	cat	0.0307	deer	0.0230	frog
truck	cat	0.4931	cat	0.1830	truck	0.1479	ship
bird	cat	0.9275	cat	0.0319	deer	0.0116	bird
car	car	0.8021	car	0.0763	cat	0.0516	ship
car	cat	0.8893	cat	0.0444	bird	0.0361	frog
deer	deer	0.6068	deer	0.3327	cat	0.0214	plane
car	plane	0.3755	plane	0.2982	deer	0.2135	ship
truck	deer	0.6883	deer	0.2951	cat	0.0053	ship
deer	cat	0.5411	cat	0.3098	dog	0.1313	deer
horse	horse	0.8273	horse	0.1711	deer	0.0014	dog
frog	deer	0.9278	deer	0.0465	cat	0.0078	ship
cat	cat	0.8727	cat	0.0910	bird	0.0210	plane
ship	cat	0.3353	cat	0.2480	bird	0.2085	plane
truck	cat	0.8106	cat	0.1118	dog	0.0649	deer
plane	ship	0.7863	ship	0.0986	plane	0.0669	deer
car	ship	0.5884	ship	0.2216	car	0.0761	cat
cat	cat	0.9866	cat	0.0045	deer	0.0039	bird
frog	frog	0.9926	frog	0.0063	ship	0.0005	plane
cat	cat	0.9366	cat	0.0396	deer	0.0169	dog
frog	cat	0.2593	cat	0.1761	bird	0.1669	frog
cat	cat	0.9929	cat	0.0061	frog	0.0004	dog
bird	bird	0.9150	bird	0.0409	deer	0.0249	cat
plane	ship	0.8177	ship	0.0774	deer	0.0397	plane
cat	cat	0.9899	cat	0.0063	plane	0.0022	dog
car	deer	0.7734	deer	0.1632	cat	0.0320	plane
plane	cat	0.5537	cat	0.1141	deer	0.1000	bird
dog	cat	0.5429	cat	0.4124	dog	0.0319	horse
truck	plane	0.8859	plane	0.0817	ship	0.0102	truck
frog	frog	0.9535	frog	0.0191	cat	0.0135	bird
deer	deer	0.9687	deer	0.0110	cat	0.0102	plane
ship	ship	0.6983	ship	0.1459	plane	0.1107	deer
truck	deer	0.9083	deer	0.0428	ship	0.0122	cat
frog	deer	0.4552	deer	0.3038	cat	0.1074	plane
truck	deer	0.3639	deer	0.2442	bird	0.1975	ship
frog	bird	0.5242	bird	0.3629	frog	0.0710	cat
cat	plane	0.4968	plane	0.3197	cat	0.1097	frog
plane	deer	0.4834	deer	0.3281	cat	0.1225	frog
cat	cat	0.9145	cat	0.0318	deer	0.0279	plane
bird	bird	0.9986	bird	0.0007	cat	0.0007	plane
bird	bird	0.9803	bird	0.0085	plane	0.0058	cat
horse	horse	0.5276	horse	0.4319	deer	0.0206	dog
ship	ship	0.9555	ship	0.0228	cat	0.0179	deer
cat	cat	0.5244	cat	0.3715	frog	0.0413	deer
ship	plane	0.6878	plane	0.1887	deer	0.0550	bird
bird	plane	0.7165	plane	0.2293	bird	0.0207	cat
horse	horse	0.4987	horse	0.4215	dog	0.0520	cat
dog	frog	0.3835	frog	0.3583	cat	0.1054	deer
horse	horse	0.9168	horse	0.0610	dog	0.0154	cat
bird	bird	0.9815	bird	0.0091	cat	0.0050	frog
deer	deer	0.9918	deer	0.0045	cat	0.0025	dog
ship	cat	0.3244	cat	0.2936	ship	0.1557	deer
horse	deer	0.7702	deer	0.1690	cat	0.0155	frog
deer	deer	0.7141	deer	0.0922	cat	0.0908	ship
bird	ship	0.8098	ship	0.1119	deer	0.0333	cat
truck	deer	0.6044	deer	0.1361	ship	0.1188	cat
ship	ship	0.9562	ship	0.0311	deer	0.0087	bird
ship	cat	0.4725	cat	0.3185	deer	0.1412	ship
frog	frog	0.8294	frog	0.1571	bird	0.0061	cat
ship	plane	0.2958	plane	0.2479	ship	0.2364	deer
ship	ship	0.9172	ship	0.0491	cat	0.0188	deer
horse	deer	0.7307	deer	0.1636	cat	0.0428	plane
deer	deer	0.9876	deer	0.0082	cat	0.0020	dog
cat	deer	0.4311	deer	0.4140	cat	0.0823	bird
cat	cat	0.7359	cat	0.0904	deer	0.0641	plane
ship	cat	0.4111	cat	0.3541	ship	0.0911	deer
deer	deer	0.9718	deer	0.0139	cat	0.0061	bird
truck	ship	0.5216	ship	0.2335	cat	0.2137	deer
deer	deer	0.9190	deer	0.0316	ship	0.0217	bird
ship	deer	0.8935	deer	0.0451	ship	0.0304	cat
ship	ship	0.7225	ship	0.2264	deer	0.0265	cat
car	deer	0.4187	deer	0.3807	frog	0.1076	plane
ship	ship	0.9739	ship	0.0147	cat	0.0075	deer
bird	deer	0.6415	deer	0.1997	cat	0.0870	ship
car	car	0.7505	car	0.1695	deer	0.0233	truck
cat	cat	0.5504	cat	0.1817	plane	0.1473	deer
frog	deer	0.6677	deer	0.2382	cat	0.0447	frog
dog	cat	0.9152	cat	0.0347	deer	0.0316	frog
deer	horse	0.7895	horse	0.0841	cat	0.0746	deer
bird	bird	0.9479	bird	0.0519	plane	0.0002	cat
horse	horse	0.9836	horse	0.0121	deer	0.0022	dog
truck	deer	0.6866	deer	0.1238	ship	0.1096	horse
truck	ship	0.2956	ship	0.2598	cat	0.2466	deer
deer	plane	0.3244	plane	0.3152	cat	0.1446	ship
car	cat	0.4084	cat	0.2563	plane	0.2256	deer
deer	deer	0.9997	deer	0.0001	ship	0.0001	bird
car	ship	0.9520	ship	0.0159	frog	0.0129	car
cat	cat	0.3235	cat	0.2629	bird	0.2406	dog
bird	cat	0.9410	cat	0.0200	bird	0.0188	horse
horse	horse	0.9761	horse	0.0179	deer	0.0019	cat
plane	plane	0.9432	plane	0.0249	deer	0.0237	ship
horse	horse	0.6967	horse	0.2726	deer	0.0144	cat
truck	plane	0.4476	plane	0.2415	frog	0.1292	bird
horse	deer	0.5400	deer	0.3958	horse	0.0376	dog
frog	cat	0.6654	cat	0.1440	deer	0.0974	dog
frog	frog	0.9570	frog	0.0354	cat	0.0042	dog
bird	bird	0.9624	bird	0.0191	cat	0.0066	plane
dog	dog	0.5441	dog	0.2962	cat	0.1326	horse
truck	ship	0.9852	ship	0.0067	deer	0.0048	truck
bird	plane	0.7283	plane	0.0975	cat	0.0665	frog
truck	ship	0.8875	ship	0.0306	cat	0.0260	deer
car	ship	0.6763	ship	0.2425	cat	0.0367	deer
bird	plane	0.3956	plane	0.2446	cat	0.1492	deer
bird	plane	0.3477	plane	0.2579	cat	0.2212	deer
frog	frog	0.8882	frog	0.0408	cat	0.0300	ship
ship	ship	0.6147	ship	0.2369	plane	0.0852	cat
bird	bird	0.5098	bird	0.2838	plane	0.0955	ship
car	car	0.5713	car	0.2705	plane	0.1119	cat
cat	cat	0.7787	cat	0.1135	dog	0.0842	deer
frog	deer	0.8190	deer	0.0661	cat	0.0515	plane
frog	frog	0.7582	frog	0.1979	deer	0.0389	cat
plane	plane	0.9954	plane	0.0029	deer	0.0008	ship
car	car	0.6770	car	0.1775	bird	0.1152	plane
bird	plane	0.4309	plane	0.2348	bird	0.1277	cat
horse	cat	0.6120	cat	0.1408	ship	0.1134	plane
plane	bird	0.6159	bird	0.2081	dog	0.1230	cat
dog	bird	0.4465	bird	0.2298	deer	0.1989	cat
deer	deer	0.9663	deer	0.0128	plane	0.0107	cat
frog	cat	0.5420	cat	0.3450	frog	0.0785	deer
car	ship	0.6432	ship	0.1596	plane	0.1092	cat
frog	frog	0.9722	frog	0.0127	cat	0.0101	bird
deer	cat	0.8842	cat	0.0820	deer	0.0087	bird
plane	plane	0.5268	plane	0.3443	bird	0.0605	ship
bird	deer	0.6544	deer	0.2101	cat	0.0669	plane
bird	bird	0.5719	bird	0.2660	cat	0.0936	dog
frog	cat	0.4371	cat	0.4136	frog	0.0710	bird
plane	plane	0.7407	plane	0.1844	deer	0.0424	bird
dog	frog	0.9525	frog	0.0355	cat	0.0069	deer
truck	truck	0.9500	truck	0.0168	ship	0.0162	car
car	frog	0.6660	frog	0.2250	cat	0.0288	dog
horse	deer	0.3843	deer	0.2947	dog	0.1309	cat
frog	frog	0.8435	frog	0.0956	deer	0.0244	cat
horse	deer	0.6264	deer	0.3297	horse	0.0327	dog
plane	plane	0.9856	plane	0.0099	bird	0.0036	deer
cat	cat	0.9998	cat	0.0000	dog	0.0000	ship
truck	ship	0.6774	ship	0.1793	deer	0.0440	frog
frog	deer	0.9555	deer	0.0137	frog	0.0133	cat
ship	ship	0.7054	ship	0.1936	plane	0.0412	deer
cat	deer	0.6876	deer	0.1850	cat	0.0510	bird
plane	plane	0.7875	plane	0.1393	cat	0.0653	bird
cat	deer	0.6899	deer	0.2058	cat	0.0607	dog
deer	deer	0.5766	deer	0.1826	dog	0.1737	cat
horse	deer	0.9302	deer	0.0481	horse	0.0127	bird
horse	horse	0.9696	horse	0.0249	dog	0.0037	deer
car	deer	0.9824	deer	0.0073	bird	0.0070	cat
deer	deer	0.8038	deer	0.1104	cat	0.0389	horse
horse	cat	0.7914	cat	0.1065	bird	0.0830	deer
bird	deer	0.6006	deer	0.2853	cat	0.0584	bird
horse	dog	0.5471	dog	0.3099	horse	0.0985	deer
car	car	0.7694	car	0.1403	ship	0.0627	frog
deer	cat	0.5668	cat	0.2438	deer	0.1441	bird
horse	horse	0.9939	horse	0.0057	deer	0.0002	dog
deer	deer	0.5974	deer	0.3744	cat	0.0137	bird
deer	deer	0.9242	deer	0.0496	cat	0.0132	ship
ship	ship	0.9694	ship	0.0145	cat	0.0072	deer
deer	cat	0.3658	cat	0.3195	deer	0.1698	plane
horse	horse	0.9618	horse	0.0219	deer	0.0112	dog
horse	cat	0.5211	cat	0.2302	bird	0.0866	ship
dog	bird	0.9816	bird	0.0094	frog	0.0045	cat
cat	bird	0.6267	bird	0.1932	frog	0.1354	cat
horse	deer	0.7521	deer	0.2221	horse	0.0110	dog
bird	bird	0.9975	bird	0.0022	cat	0.0001	frog
plane	deer	0.6632	deer	0.2152	ship	0.0673	bird
ship	ship	0.8116	ship	0.1454	deer	0.0319	plane
truck	deer	0.9313	deer	0.0324	cat	0.0201	ship
dog	deer	0.9129	deer	0.0563	dog	0.0239	cat
ship	deer	0.4581	deer	0.3896	ship	0.0537	plane
cat	cat	0.6607	cat	0.1308	plane	0.1018	deer
frog	cat	0.9203	cat	0.0208	frog	0.0166	deer
bird	bird	0.9998	bird	0.0000	deer	0.0000	horse
plane	bird	0.3300	bird	0.3117	ship	0.1756	plane
ship	ship	0.8255	ship	0.1129	deer	0.0260	plane
horse	horse	0.9817	horse	0.0167	deer	0.0011	ship
cat	cat	0.9438	cat	0.0495	dog	0.0022	bird
horse	deer	0.8715	deer	0.0608	ship	0.0255	frog
frog	frog	0.9893	frog	0.0090	bird	0.0005	ship
dog	deer	0.6731	deer	0.2793	plane	0.0325	cat
cat	cat	0.7973	cat	0.0789	plane	0.0519	frog
car	bird	0.7030	bird	0.1670	plane	0.0864	ship
cat	cat	0.3978	cat	0.2074	ship	0.1236	frog
bird	bird	0.8640	bird	0.0942	plane	0.0321	cat
bird	deer	0.8083	deer	0.1039	bird	0.0364	horse
dog	deer	0.8404	deer	0.1283	cat	0.0152	bird
deer	dog	0.9089	dog	0.0548	cat	0.0351	deer
car	deer	0.7282	deer	0.1118	cat	0.0793	bird
bird	deer	0.4519	deer	0.3641	bird	0.1426	cat
truck	bird	0.3687	bird	0.2607	deer	0.1616	frog
bird	plane	0.4602	plane	0.3418	bird	0.1462	cat
horse	horse	0.9967	horse	0.0029	dog	0.0002	deer
plane	deer	0.6490	deer	0.2236	plane	0.0640	cat
horse	horse	0.9989	horse	0.0005	deer	0.0005	dog
bird	bird	0.8147	bird	0.0738	plane	0.0722	deer
car	deer	0.3614	deer	0.2671	ship	0.1789	plane
cat	cat	0.8359	cat	0.0977	bird	0.0402	plane
bird	bird	0.9952	bird	0.0038	frog	0.0005	cat
plane	deer	0.9820	deer	0.0056	cat	0.0054	ship
bird	cat	0.6443	cat	0.1391	deer	0.0594	ship
deer	deer	0.9387	deer	0.0454	cat	0.0065	ship
horse	horse	0.4346	horse	0.3418	dog	0.1853	cat
truck	cat	0.9359	cat	0.0336	deer	0.0216	dog
ship	plane	0.2404	plane	0.2268	bird	0.2221	cat
truck	deer	0.8265	deer	0.1120	cat	0.0210	bird
plane	deer	0.8245	deer	0.1336	plane	0.0196	bird
horse	cat	0.5532	cat	0.1991	bird	0.1427	horse
horse	horse	0.8626	horse	0.1263	deer	0.0086	dog
plane	plane	0.5382	plane	0.2631	ship	0.1364	cat
horse	horse	0.8731	horse	0.1177	deer	0.0038	dog
ship	frog	0.4718	frog	0.2878	cat	0.1968	ship
deer	deer	0.9832	deer	0.0111	cat	0.0015	bird
frog	frog	0.6869	frog	0.2524	cat	0.0217	deer
cat	cat	0.7145	cat	0.2175	deer	0.0244	frog
cat	cat	0.5456	cat	0.3487	dog	0.0455	frog
plane	ship	0.7222	ship	0.1788	plane	0.0547	cat
car	cat	0.6461	cat	0.1400	deer	0.0686	dog
cat	cat	0.8884	cat	0.0399	dog	0.0309	frog
horse	deer	0.6570	deer	0.1082	cat	0.1056	ship
plane	plane	0.9998	plane	0.0001	bird	0.0000	ship
car	cat	0.3171	cat	0.2450	bird	0.1619	deer
cat	cat	0.9806	cat	0.0090	bird	0.0048	dog
car	car	0.9099	car	0.0452	plane	0.0159	cat
deer	deer	0.4513	deer	0.2640	cat	0.1460	dog
bird	cat	0.4022	cat	0.2822	deer	0.1377	bird
cat	cat	0.9732	cat	0.0106	dog	0.0094	deer
ship	ship	0.8163	ship	0.1635	cat	0.0066	deer
deer	deer	0.5332	deer	0.4305	cat	0.0193	plane
bird	bird	0.9171	bird	0.0787	frog	0.0018	dog
cat	cat	0.5465	cat	0.3933	deer	0.0241	dog
horse	horse	0.4815	horse	0.3146	dog	0.1254	deer
ship	ship	0.9948	ship	0.0024	plane	0.0011	cat
deer	deer	0.4900	deer	0.4539	cat	0.0282	bird
cat	bird	0.9891	bird	0.0087	plane	0.0011	frog
plane	plane	0.9961	plane	0.0018	bird	0.0012	cat
truck	deer	0.4703	deer	0.2724	ship	0.0892	cat
plane	deer	0.7753	deer	0.0767	cat	0.0539	horse
plane	cat	0.8590	cat	0.0512	plane	0.0315	ship
car	frog	0.6294	frog	0.3265	cat	0.0170	ship
plane	cat	0.5024	cat	0.4078	bird	0.0313	dog
deer	deer	0.4943	deer	0.3092	cat	0.1615	frog
deer	deer	0.8244	deer	0.1046	cat	0.0569	bird
frog	frog	0.5291	frog	0.4397	cat	0.0160	deer
horse	horse	0.9705	horse	0.0189	dog	0.0067	deer
frog	cat	0.3954	cat	0.3300	plane	0.0777	bird
car	car	0.9430	car	0.0208	frog	0.0179	cat
car	ship	0.4696	ship	0.3725	deer	0.1098	cat
cat	cat	0.9976	cat	0.0016	deer	0.0002	bird
horse	deer	0.6179	deer	0.1338	horse	0.1082	cat
cat	cat	0.9200	cat	0.0180	frog	0.0177	dog
dog	bird	0.5852	bird	0.2692	cat	0.1303	dog
bird	bird	0.5174	bird	0.3601	cat	0.0975	frog
frog	cat	0.6435	cat	0.1505	plane	0.0654	frog
frog	frog	0.9831	frog	0.0054	cat	0.0034	deer
dog	dog	0.9650	dog	0.0303	cat	0.0016	deer
ship	ship	0.9287	ship	0.0474	cat	0.0176	bird
horse	horse	0.8295	horse	0.1085	dog	0.0471	deer
car	deer	0.8593	deer	0.1031	ship	0.0195	plane
frog	deer	0.4502	deer	0.4453	frog	0.0528	cat
ship	ship	0.9739	ship	0.0102	plane	0.0087	deer
ship	ship	0.9997	ship	0.0001	car	0.0001	deer
dog	deer	0.7265	deer	0.1333	cat	0.1096	bird
cat	cat	0.8427	cat	0.1167	dog	0.0171	frog
plane	cat	0.8455	cat	0.0413	deer	0.0360	dog
deer	cat	0.9425	cat	0.0284	deer	0.0141	plane
plane	ship	0.5087	ship	0.2626	plane	0.2010	deer
car	car	0.9932	car	0.0047	ship	0.0009	plane
cat	deer	0.8216	deer	0.0891	cat	0.0299	ship
ship	cat	0.3741	cat	0.3249	ship	0.1787	deer
ship	ship	0.9948	ship	0.0025	bird	0.0009	truck
plane	bird	0.6787	bird	0.1596	plane	0.1201	cat
frog	bird	0.3692	bird	0.3414	frog	0.1546	cat
truck	truck	0.9312	truck	0.0475	car	0.0086	cat
truck	deer	0.9405	deer	0.0394	cat	0.0124	dog
truck	deer	0.4561	deer	0.4548	cat	0.0261	frog
dog	deer	0.3911	deer	0.2338	cat	0.1736	dog
dog	cat	0.6569	cat	0.1766	deer	0.1569	dog
ship	cat	0.6094	cat	0.1820	plane	0.1458	bird
frog	frog	0.9258	frog	0.0546	cat	0.0092	dog
plane	plane	0.9903	plane	0.0052	bird	0.0019	ship
plane	deer	0.4330	deer	0.3862	ship	0.0809	cat
deer	deer	0.7253	deer	0.1004	cat	0.0957	ship
bird	bird	0.9957	bird	0.0037	cat	0.0002	plane
